333.78,334.65,331.75,333.57,1983600
335.27,336.33,331.28,335.04,2561200
334.78,337.39,333.6,335.64,2753700
335.42,338.33,331.47,332.63,4466000
324,332.67,323.33,330.54,3435000
327.25,328.4,324.02,326.54,3280800
323.99,329.56,323.25,324.93,3549500
326.44,328,318.03,323.05,4784600
317.12,332.88,316.4,327.82,8876300
312,317.89,311.51,316.48,3685700
310.75,312.58,308.79,311.51,2181700
305.94,312.38,303.65,312.01,3803600
300,305.8,300,305.11,2809100
297.82,299.99,296.29,299.86,2647400
296.69,297,292.29,296.64,3758100
303.01,304,294.16,296.52,4674500
303.99,304.25,300.17,302.81,3427400
306.24,308.01,303.24,305.72,3242500
305.15,305.72,301.5,305.46,4550700
293.98,299.74,292.36,299.07,4048200
299.11,299.61,293.07,294.12,4881900
289.76,298,289.76,295.59,5572600
285.7,290.42,285.02,289.97,5950600
284.4,293.81,284,287.06,19801100
313.4,316.8,311.4,313.18,9038200
315.43,318.98,312.64,312.97,3125900
309.9,315.64,307.07,315.33,3559300
302.95,306.53,302.02,306.21,3234500
307.15,309.2,302.72,303.64,4405100
293.83,306.82,293.83,302.86,4731300
304.35,307.9,299.1,305.97,5343900
308,312.24,305.75,308.31,3385800
309.87,313.2,303.47,306.45,4363900
314.02,317.77,311.38,311.39,3681900
321.49,322.27,314.52,315.37,3587900
316.58,324.11,314.14,322.7,3452800
319.43,322,316.67,316.98,2365400
323.5,324.13,319.6,322.2,2290300
320.36,325.16,319.53,322.74,3037400
316.92,318.53,311.31,318.41,3553900
322.04,322.17,315.55,317.46,3089100
321.36,323.43,318.51,322.44,2636200
320.5,323.75,319,321.82,1924600
320.6,323.5,317.64,323.21,3638000
327.99,328.54,321.4,321.93,2928800
324.17,329.44,319.56,328.21,2642200
322.46,327.6,321.25,323.63,2352600
328.49,329.49,321.06,324.5,3109700
327.6,332.76,325.57,331.32,6886200
325.44,327.1,323.71,325,2576900
327.76,328,321.52,324,4136000
321.07,329.48,320.1,327.76,3259900
330.91,331.33,319,323.89,4000400
329.56,332.89,328.79,331.19,3429300
329.94,333.01,326.39,330.52,2720200
334.3,334.98,328.82,331.33,3797400
341.61,341.76,329.18,329.75,4646800
344.54,345.81,339.04,342.34,2955300
346.3,346.83,342.5,346.38,2107000
343.69,349.38,343.58,345.95,3965600
342.54,343.27,337.55,339,1993700
339.98,342.5,337.16,342.38,2326000
341.76,341.82,337.68,339.04,1939500
340,341.79,338.8,340.02,2252700
342.09,346.67,341.34,343.18,2961600
337,344.36,334.55,341.83,3654700
333.21,336.77,332.71,334.02,1957700
332.99,334.08,330.8,331.59,2211200
336.48,336.58,332.23,332.91,1971100
334.68,337.16,334.02,335.78,1810500
334.87,335.81,333.01,335.13,1713800
335.48,337.8,333.77,334.53,2485400
334,335,328.32,333.63,3896700
327.8,334.09,326.71,333.21,3420400
327.6,331.72,326.14,326.28,4945100
318.89,321.31,316.95,319.32,1915800
318.48,320.38,316.88,318.33,2468600
311.94,317.32,310.66,316.8,2705900
315.21,315.88,309.65,311.45,2935600
310.83,315.78,310.2,313.89,2296900
313.3,314.55,310.06,312.32,2852100
308.84,316.18,308.5,313.65,4200900
313.69,315.83,304.59,307.06,7441500
320.01,320.68,311.86,312.99,5192000
321.45,322.73,318.5,322.51,3969000
321.98,322.9,319.5,320,2883800
324.25,324.82,316.5,320.41,5932000
317.3,324.87,314.76,324.01,17846500
359.98,364.85,358.52,358.61,7088700
359.05,360.63,356.62,358.14,2687300
355.25,362.93,355.25,360.84,2888900
358.1,361.71,356.72,359.76,2278400
354.4,359.68,352.08,358.66,3407400
353.44,356.96,351.38,352.45,3636000
355.62,359.32,353,355.9,3503600
353.72,355.59,349.4,354.44,4170900
347.03,355.77,345.36,355.32,5609900
334.71,347,334.71,346.2,8300800
324.34,329.98,322.65,327.92,2665000
324.71,330.2,323.15,329.97,3166100
333.1,333.74,321.4,323.81,4271600
337.5,337.55,332.52,333.55,2128900
334.83,338.3,333.08,337.49,1944300
333.2,336.76,331.66,332.85,2681300
325.86,333.2,325.1,332.39,3173600
324.98,326.98,322.24,324.78,2671300
325.88,326.52,323.27,324.57,2416200
328.49,328.65,322.13,325.69,2699500
324.33,328.15,321.74,327.44,2327800
327.54,329.73,322.74,324.16,2626600
323.33,327.55,321.41,327.24,2604800
327.76,328.22,320.42,324.2,6054000
335.26,338.9,325.98,327,5320600
328,335.75,325,334.38,6401500
327.54,331.34,325.23,325.62,2924100
324.86,328.69,323.52,327.62,2449800
327.05,329.3,323.53,326.27,2764800
335.55,335.55,324.66,325.91,4276300
336,340.72,333.88,335.2,4436800
327.65,335.5,327.5,332.41,3663400
331.57,333,325.65,327.5,3212200
325,330.88,324.93,329.67,5244000
308.1,327.94,306.9,323.57,7796700
306.85,309.5,303.84,306.78,2107100
305.75,307.92,305.07,307.19,2379200
312.59,312.6,307,308.84,2203400
314.43,314.65,307.57,312.55,4260200
310.42,314.87,310.2,313.78,2365500
309.5,313.82,307.42,310.16,2726000
314.41,314.63,307.38,310.82,4862100
305.46,312.35,304.9,312.24,3052900
305.05,308.54,303.01,304.91,2576800
302.21,305.96,301.52,305.01,3408800
297.1,304.46,296.75,301.19,4095700
295.76,299,293.81,296.76,2284200
292.8,298.88,291.55,297.7,3636800
298.02,299.2,290.38,295.19,4295100
302.5,304.64,296.66,297.62,3323300
302.6,305.6,300.75,304.64,3509900
294.3,303.34,294.16,302.86,3729600
290.57,293.68,284.38,292.24,4063000
290.82,295.88,287.23,288.32,3848200
295.56,296.4,286.68,292.71,7015200
309.53,309.81,297.04,297.38,4682300
306.37,310.23,305,310.05,2519900
310.42,313.29,304.31,308.01,3995100
304.13,310.48,304,307.89,4328600
298.1,304.56,298.1,304.13,4088600
296.44,301.84,290.45,300.38,6509300
304,304.39,288,296.58,14479800
316.25,316.49,302.71,303.83,16180200
329.67,337.4,322.95,337.15,9293700
333.06,333.13,323.39,324.58,3604600
332,337.5,328.94,329.32,3711600
323.97,331.15,322.31,330.87,2999400
319.76,328.66,319.76,324.91,4299200
321.17,324,314.71,323.68,4284900
316.7,318.28,305.5,316.08,5398600
317.67,320.48,311.28,315.91,4293500
314,316.5,309.5,311.73,7287500
330.6,331,316.5,317.11,6126700
328.47,332.18,322.5,331.81,5056600
321.88,328,318.44,327.07,6577600
320.99,324.94,313.13,317.76,7077400
335.15,335.44,315.61,323,12534600
341.82,342.5,328.46,333.62,6399300
345.99,348.3,340.38,341.96,4475500
338.09,344.43,338,342.99,3600100
342.4,346.29,334.06,336.37,4297500
340.05,347,336.08,338.29,3986800
343.15,344,330.88,338.47,5766400
357.13,357.6,343.4,343.41,4120700
354.03,358.97,348.84,354.71,4445700
360.09,361.5,348.6,351.85,4873500
371,372.84,358.4,360.62,5414100
370.64,373,366.22,368.97,2558500
378.77,379,369.42,373.23,2646700
377.32,379,375,378.77,2483500
375.72,378.85,374.88,375.04,2303000
372.8,378.57,371.55,373.74,4402200
376.62,383.11,368.08,371.51,6829000
366.4,371.16,363.61,370.64,2216600
370.99,372.8,367.28,368.82,2246100
372.69,372.73,367,370.53,2105800
374.58,374.99,369.53,372.06,2279800
374.05,375.33,368.9,372.16,2926600
364.13,372.73,363.9,372.37,3848300
363.9,365.68,362.46,363.9,2704400
358.74,360.96,354.48,359.78,2798300
360.6,365.87,357.08,362.1,3882000
357.22,360.59,355.5,360.13,3104900
359.86,364.75,357.17,359.8,3622100
353,361.08,351.58,358.32,3736400
345.19,353,343.29,351.78,3644700
352.44,354.14,346.75,346.76,4210000
348.8,350.46,344.38,349.8,3492800
352.64,354.54,346.1,347.38,4168100
355.28,355.73,349.45,353.65,4998000
359.34,359.34,353.35,357.35,3520200
347.7,357.2,346.5,357.2,4175000
356.43,357.75,346.32,349.25,6587700
361.84,363.61,356.25,361.79,3222100
361.61,365,359.35,360.87,3449700
358.98,361.8,352.49,361.08,4330500
347.4,354.82,347.4,354.59,3335700
346,349.37,337.73,346.45,4435400
349.59,354,344.02,347.95,4812900
358.98,360.85,340.1,346.15,10280800
125.95,127.21,125.26,127.1,40047500
125.85,126.58,124.66,126.56,32104700
125.85,126.4,124.97,125.6,37193100
127.64,128.12,125.98,126.01,34820100
124.47,127.51,124.33,127.35,36881400
125.03,125.56,124.19,125.32,32120700
124.82,125.12,123.1,124.25,40359200
126.09,126.49,124.36,124.43,41852400
124.05,126.4,124,126.37,46906700
124.57,124.7,122.91,123.25,39395000
122.76,124.88,122.6,124.24,47388100
126.54,126.82,123.38,123.38,51106600
127.23,128.04,126.56,126.69,32713000
127.12,127.85,126.52,127.21,36761000
128.25,128.4,125.16,125.9,67941100
128.75,129.25,127.4,127.5,45611100
127,129.16,126.37,128.47,65270900
125.9,127.32,125.65,127.04,51023100
123.88,124.95,122.87,124.95,35874300
124.4,125.4,122.58,123.59,51827300
122.31,124.9,121.63,124.45,48362700
124.75,124.77,122.11,122.24,68939000
126.41,127.22,123.8,124.51,68856600
127.96,129.57,125.06,127.14,88528500
128.4,129.37,126.26,126.6,72842100
128.58,128.75,125.76,126.41,56517100
129.1,129.56,128.32,128.54,31666300
128.96,129.52,128.09,129.36,37816300
129.25,130.28,128.3,129.09,48096700
130,130.57,128.24,128.46,62014800
128.79,130.87,126.61,130.42,91287500
131.56,131.6,128.15,128.79,74711700
132.94,133.6,131.17,132.17,69228100
130.02,133,129.66,133,70974100
128.62,129.5,128.05,129.5,48948400
128.48,129.03,128.33,128.45,37362400
127.63,128.78,127.45,128.72,44891700
127.49,128.88,126.92,127.83,63152400
127.28,127.28,125.65,127.08,54272200
126.06,127.48,125.57,126.46,74474500
122.77,124.92,122.5,124.88,73561800
120.17,122.15,120.16,122.02,62008500
118.55,119.84,118.43,119.72,38889800
120.02,120.25,118.45,118.93,43372000
120.02,120.23,119.25,119.94,42246200
118.5,120.51,118.31,119.56,70149700
118.5,119.09,117.61,118.65,51915700
118.05,119.17,116.08,118.63,62739100
118.4,120,116.85,117.16,83745500
116.32,119.19,115.56,118.9,84436400
117.63,118.12,115.31,115.31,146477100
112.42,112.48,109.03,109.14,95568700
113.74,114.36,112.8,113.1,55615000
112.3,113.75,111.53,112.98,46464800
110.26,112.47,109.72,112.4,53796400
108.95,111.06,108.27,109.55,48575900
107.84,108.97,106.5,108.72,49899900
107.03,107.58,105.2,105.99,78513300
110,110.06,106.66,106.82,60014000
109.04,110.49,108.5,109.8,48956600
111.43,112.8,108.91,110.22,67091900
112.6,112.63,108.8,109.25,49650800
112.67,113.25,110.21,112.01,53699500
109.23,112.15,108.7,111.89,59364500
107.2,108.2,106.7,107.75,40105900
106.54,107.43,104.63,106.26,65797100
108.29,108.65,105.41,106.25,64285500
111.39,111.44,107.35,109.33,53204600
112.82,113.13,110.21,110.38,41403400
113.64,113.92,112.11,112.52,29881500
113.79,114.77,113.7,113.91,27598900
112.1,114.52,112.01,113.99,33721000
112.58,112.71,112.01,112.01,14479600
113.23,113.33,112.46,112.54,26028400
112.16,113.49,111.97,112.94,45167500
112.26,113.24,111.66,111.78,88429800
111.87,112.65,110.66,112.65,59006200
107.12,109.84,106.82,109.41,53411800
106.37,110.16,106.26,106.75,60790700
110.7,111.6,106.35,108.23,67218100
110.46,111.87,109.58,109.73,56028100
112.26,113.8,111.34,111.62,41401700
114.41,114.85,111.54,111.95,44565300
110.19,114.3,109.35,114.12,60208000
114.1,114.65,111.62,112.4,57664900
115.99,116.08,114.64,115,38318900
115.77,117.2,115.29,115.49,42044500
115.75,116.35,115.11,115.93,43063400
113.5,115.75,112.75,114.63,59075100
118.81,119.25,111.27,115.07,83814000
119.27,119.4,118.05,118.93,24814400
117.94,119.1,117.83,119,40768300
119.07,119.75,117.45,117.6,68840400
116.85,118.77,116.62,118.63,47450800
117.51,117.57,116.03,116.47,57179300
114.91,116.86,114.85,116.31,43395500
115.44,115.74,113.8,114.67,41869200
113.94,115.69,113.89,115.47,44224000
114.27,117.28,113.3,113.99,46746700
113.15,114.19,113.05,114.18,44063600
111.8,113.45,111.6,112.82,59522900
109.38,111.43,109.37,111.25,46942400
108.7,109.75,108.4,109.7,27442300
109.02,109.33,108.67,108.83,27195500
108.75,109.32,108.55,109.01,33691500
108.6,108.79,107.8,108.7,34968500
109.1,109.3,108.13,108.86,37435900
109.36,109.49,107.72,108.6,41574400
108.22,110.3,108.01,109.4,52282600
108.01,108.04,107.21,108,44639300
106.96,107.35,105.9,106.98,40654800
106.65,107.37,106.36,107.34,52687900
105.4,106.74,105.35,106.74,47939900
104.85,105.48,104.7,105.11,34187700
105.18,105.49,104.53,105.22,47053900
104.08,105.05,103.63,104.83,71074700
102.84,104.11,102.6,102.99,68263100
103.02,103.02,101.27,102.47,94623900
98.32,99.96,98.22,99.76,77517300
97.5,99,96.81,97.67,68179700
95.55,97.72,95.41,96.26,72154500
97.97,99.15,95.18,97.54,100933600
100.39,100.52,98.57,98.75,63688600
101.33,101.78,99.81,99.81,53583400
100.69,102.03,100.3,100.73,66331600
101.54,102.38,100.61,101.02,77376500
98.76,101.11,98.31,100.8,57404700
99.43,100.12,98.73,98.75,42094200
99.95,100.65,99.42,99.62,37051200
99.44,100.21,99.04,99.62,43469600
99.27,100.22,98.04,99.9,47757800
100.59,100.69,98.7,99.18,51491300
100.81,101.54,100.53,100.75,55264100
98.65,100.44,98.63,100.11,49766300
98.53,100.75,98.4,100.75,62370500
100.51,100.71,97.72,97.87,100092000
102.16,102.85,101.2,101.75,60171800
100.6,102.94,100.54,102.64,63402200
101.8,102.14,100.58,101.06,52788400
102.29,102.35,100.5,100.96,70902400
101.93,102.35,101.56,101.79,37299400
101.27,101.8,100.59,101.58,60926500
99.8,101.26,98.89,100.86,66908100
102.81,103.05,101.44,101.63,61316500
101.21,102.19,101.08,101.66,64096900
100.41,101.44,99.62,101.43,62353100
98.01,101.11,97.76,101,100869600
99.08,103.08,96.14,97.99,189846300
99.3,99.31,98.05,98.36,46356700
98.8,99.39,98.31,98.97,58457000
98.85,100.09,97.79,98.12,85718000
103.1,103.2,98.58,98.94,125421000
103.06,103.74,102.72,103.3,53564000
102.86,102.9,102.2,102.5,44595000
101.59,102.78,101.56,102.25,68460000
101.02,102.57,100.7,102.13,52369000
101.42,101.5,100.86,100.89,33152000
101.79,102.17,101.28,101.54,40270000
100.29,101.47,100.19,101.32,44184000
100.57,100.94,100.11,100.58,33478000
100.44,101.09,99.95,100.57,52699000
99.41,100.68,99.32,100.53,69399000
98.49,99.37,97.98,99.16,47572000
97.9,98.19,96.86,97.98,48951000
97.33,97.57,96.8,97.5,28116000
96.15,97.24,96.04,97.24,31916000
96.04,96.88,95.61,95.97,33795000
95.27,96.08,94.84,95.99,36585000
94.26,94.82,93.28,94.74,41865000
94.93,95.95,94.1,94.48,46711000
94.75,95.48,94.71,94.96,38558000
95.36,95.68,94.36,95.12,55933000
96.37,96.58,95.17,95.59,39958000
94.9,96.62,94.81,96.13,48511000
97.16,97.45,95.33,95.6,56843000
98.44,98.7,97.67,98.15,33010000
99.33,99.44,98.25,98.38,43143000
97.82,99.24,97.55,99.02,55318000
96.85,97.84,96.64,97.67,43469000
97.04,97.32,96.42,97.03,45729000
95.42,97.88,95.17,97.19,92918000
94.68,94.89,94.12,94.72,55197000
94.99,95,93.72,93.94,39079000
93.62,94.74,93.02,94.43,49988000
95.03,95.28,92.57,93.09,57298000
96.97,97.1,94.74,94.78,53502000
96.8,96.85,95.03,95.32,45477900
95.86,96.89,95.65,96.45,42810000
95.36,95.89,94.86,95.22,34018000
93.76,95.55,93.52,95.04,39686000
95.44,95.95,94.76,95.39,36436000
96.27,96.8,93.92,95.35,65222000
94.14,95.99,94.1,95.97,56468000
93.67,94.1,93.2,94.03,22891800
93.87,94.06,93.09,93.48,28465000
93.52,94.07,93.13,93.52,38223000
92.1,93.73,92.09,92.93,49589000
90.82,92,90.77,91.98,64029000
90.37,91.05,89.8,90.9,32629000
90.21,90.7,89.65,90.36,36869000
90.75,91.74,90.19,90.28,39036000
91.32,91.62,90.6,90.83,43694000
91.85,92.55,90.9,90.91,100898000
92.29,92.3,91.34,91.86,35528000
92.27,92.29,91.35,92.18,33514000
92.31,92.7,91.8,92.08,29726000
91.51,92.75,91.45,92.2,35561000
92.2,92.44,90.88,91.28,54525000
94.04,94.12,91.9,92.29,54749000
94.13,94.76,93.47,93.86,45681000
94.73,95.05,93.57,94.25,62777000
92.7,93.88,91.75,93.7,75415000
649.9,651.26,644.47,645.57,87484600
646.2,649.37,642.61,647.35,75951400
637.44,647.89,636.11,644.82,83870500
628.46,638.74,628.25,637.54,73177300
633.96,634.83,622.5,628.65,92337700
637.98,644.17,628.9,633,141005200
627.85,636.87,627.77,635.38,94118500
626.02,629.83,623.78,624.01,78870400
615.88,625.86,615.63,625.63,87216500
607.25,614.73,606.47,614.13,58052400
606.6,609.85,604.1,607.27,50190000
603.83,606.7,602.06,606.31,49214900
604.51,606.4,600.73,604.71,58709000
597.85,607.33,597.33,604.59,79438800
588.63,597.53,585.4,597.51,69064100
594.7,596.6,588.04,588.82,57711500
592.43,597.4,591.74,593.87,41601000
592,594.54,590.7,593.76,39934300
587.49,593.66,587.4,592.83,53302200
584.54,586.25,580.33,585.54,72899400
588.25,594.41,586.4,587.99,57574300
595.25,597.29,587.73,592.33,70716100
601.8,604.41,594.41,594.41,93641100
590.14,601,590,600.96,71766800
592.34,594.2,589.71,592.58,47878600
592,594.8,586.36,591.48,61012000
592.64,599.43,589.8,590.09,114160200
593.74,595.98,589.51,592.33,84344400
572.8,595.75,572.55,594.09,167371400
564.53,571.99,563.96,571.94,97568800
568.21,570,560.73,567.77,189977900
529.06,531.13,524.45,524.75,98735000
528.31,531.83,526.5,531.7,50640800
525.34,532.14,523.96,531.17,45637200
520,527.76,519.2,524.94,71083600
518.05,521.09,514.14,519.01,53691400
520.27,521.64,511.33,517.96,66622500
521.9,522.16,517.21,521.68,51418500
519,522.83,517.14,519.61,67929400
530.68,532.24,523.17,523.48,59913000
522.64,530.49,522.02,530.32,51542400
525.19,526.12,518.7,523.44,60972100
528.02,530.9,521.89,523.47,72462600
539.81,540,530.58,531.82,68812800
541.39,542.5,537.64,538.79,40586000
542.38,543.48,540.26,542.55,45105200
537.76,541.87,536.77,541.65,50190000
539.23,540.81,535.93,536.74,42167300
538.32,538.94,534.25,536.86,50141000
540.02,541.5,535.12,537.46,55507900
546.52,549,538.86,539.78,74942000
541.5,545.75,539.59,544.99,70573300
538.42,540.5,535.06,539.19,88925200
531.93,533.75,526.33,532.87,93511600
529.89,532.67,527.35,528.7,52099600
532.26,536.24,529,531.26,56189000
525.9,531.97,525.2,531.4,52411800
527.7,529.97,525.85,526.74,49886200
528.79,530.89,523,524.69,59299800
537.44,539.66,529.16,530.65,64435700
534.51,537.35,532,536.61,49831600
535.45,538.74,532.59,536.09,69806100
528.36,533.33,528.34,530.92,44646000
531.09,531.98,526.05,530.44,55182400
532.79,534.44,528.1,530.75,46372200
530.92,534.75,529.13,532.36,50015700
531,532.64,527.77,531.24,64785000
523.42,530.65,522.81,527.76,59695300
529.08,532.75,522.12,526.24,92992200
517.14,528.78,516.05,527.67,75470500
523.61,525,515.6,517.35,69054300
529.38,529.57,521,522.06,57988000
523.15,529.92,522.42,527.55,72227400
532.79,534.57,524.6,525.25,69696200
532.99,537,529,531.15,76464500
544.75,546.89,534.35,537.37,78442000
546,551.19,545.61,545.99,65062900
542.47,545.98,541.21,543.99,68231100
534.66,544.85,534.2,544.43,76849500
536.95,539.56,533.24,535.92,77025200
530.61,537.75,529.5,535.96,70564200
518.66,531.99,518,528.99,86389800
521.38,522.93,517.38,519.68,92570100
510.06,513.5,507.81,512.51,64441300
506.56,515.28,506.25,512.59,82086200
505.85,509.46,502.76,508.79,94170300
502.61,507.73,499.3,501.53,100366000
82.21,82.61,81.91,82.04,12495900
82.5,82.8,81.71,82.17,15881000
82.63,83.1,81.84,82.28,18925700
82.65,83.42,82.22,82.32,17415500
80.8,82.81,80.8,82.44,19004500
82.25,82.56,81.44,81.56,19607500
82.5,82.72,80.87,81.67,21984100
82.9,83.5,82.21,82.22,19685500
83.81,84.34,82.41,83.2,24404400
83.38,83.95,82.88,83.3,18283600
82.72,83.77,82.14,83.01,32742800
85.5,85.52,82.92,82.92,37224600
84.71,86.07,84.52,85.31,32475600
83.92,84.96,83.3,84.43,27035900
83.39,84.6,83.07,83.8,44289600
81.12,83,81,82.75,41982800
79.25,81.24,79.17,80.91,36912400
78.36,79.78,78.34,79.36,22170000
77.96,78.12,77.36,78.07,19305400
78.6,79.38,77.68,78.05,18557300
78.1,79.05,77.91,78.93,16093300
77.8,78.43,77.26,77.57,20215700
78.5,79.26,77.55,77.55,23067100
79.68,79.91,78.63,79.44,18925100
80.9,81.33,79.83,80.01,24488600
81.23,81.99,81.05,81.21,27825700
79.3,81.15,78.85,80.9,28126700
79.61,79.7,78.52,79.6,18635000
79,79.86,78.52,79.75,21662500
80.68,81.23,78.62,78.97,30739200
79.88,81.37,79.72,80.41,31111900
78.5,80.2,78.5,79.56,25593800
78.5,79.48,78.1,78.45,18897100
79.96,80.19,78.38,78.84,24139100
79.55,80.34,79.2,79.9,36931700
76.99,79.84,76.95,79.42,45851200
75.94,76.9,75.45,76.71,22426400
75.3,76.91,75.08,75.6,25254400
76.46,76.48,75.5,75.74,18621900
76.86,76.87,75.89,76.23,17235000
75.09,76.75,75.03,76.51,20877400
74.85,75.34,74.5,75.19,15811300
74.05,74.83,73.45,74.44,16194300
75.68,75.7,74.25,74.47,20989300
75.71,75.98,75.21,75.61,15062600
75.09,76.35,75.01,75.63,20277400
75.19,75.58,73.86,75.4,26957700
76.11,76.14,73.75,74.99,41955300
78,78.16,75.75,75.91,42649500
76.85,78.02,74.21,78,61293500
76.9,77.64,76,76.24,53306400
76.71,76.88,75.63,75.78,20110000
77.98,78.47,77.29,77.5,19260800
77.65,78.19,77.04,77.83,16746500
77.17,77.75,76.68,77.65,19519500
76.16,77.3,75.85,76.74,25096700
75.72,76.31,74.82,76.24,22821600
74.04,75.32,73.84,75.18,21791500
76.4,76.57,73.54,74.05,34134000
76.42,77.2,76.03,76.28,25918600
77.23,78.08,75.85,76.45,25179600
77.84,78,76.21,76.72,19190200
78.2,78.62,77.2,77.74,21157000
76.74,78.23,76.08,78.18,23961000
76.76,77.36,75.82,76.15,22045300
77.23,77.59,75.36,76.15,27399300
77.98,79.25,76.86,77.19,26452200
78.58,78.93,77.7,78.45,18177500
79.54,79.8,77.86,78.02,20040400
79.85,80.59,79.1,79.22,14370800
80.49,80.96,79.71,80.02,14134700
81.02,81.28,80.51,80.78,10647400
81.03,81.43,80.75,80.77,7685500
82.02,82.17,80.4,80.61,19865800
80.08,81.89,80,81.45,31395800
78.75,80,78.33,79.88,43335000
76.89,78.4,76.51,78.4,34222100
75.01,76.41,74.9,76.11,29203900
76.19,77.39,74.59,74.69,31554600
78.46,78.58,76.56,76.99,29396500
77.16,78.88,77.02,77.83,28091600
76.52,78.52,76.48,77.73,33462100
76.65,77.55,76.07,76.18,32210500
75.2,76.93,74.78,76.84,25358600
76.18,77.25,75.4,76.52,25733900
75.8,76.76,75.36,76.36,24306400
74.83,75.55,74.66,75.24,14362800
75.38,75.73,74.4,74.88,16689900
75.33,75.91,75.04,75.46,16724600
77.26,77.31,74.8,75.1,31789900
77.67,78.27,77.23,77.7,15992000
75.53,77.78,75.51,77.62,32695300
74.21,75.74,74.13,75.63,32250200
73.54,74.35,73.35,74.01,22103800
74.5,74.5,73.5,73.75,23055400
72.8,73.99,72.51,73.6,19154900
74.01,74.54,73.11,73.33,25441200
74.45,74.8,73.9,74.34,20690500
74.88,75.66,73.88,74.24,28701200
74.27,74.93,74.04,74.88,19476900
74.74,75.24,73.64,74.25,26448500
74.28,75.14,73.54,74.72,26536600
74.95,74.98,74.03,74.61,18715700
75.36,75.48,74.61,75,21575100
75.39,75.86,75.02,75.6,20774000
74.89,75.6,74.31,75.26,21383000
76.51,76.8,74.42,74.83,35913000
74.23,75.77,73.65,75.76,39326000
75.47,75.52,73.7,73.88,40727000
74.93,75.7,74.45,74.99,44544000
75.05,75.35,72.9,74.11,83270000
75.45,76.88,74.78,75.86,106120000
80.18,81.16,79.57,80.77,71343100
80.74,80.8,79.76,80.28,30169000
