"435","YHOO","42.610","8033329","41672","4/30/2015","2:39pm"
"436","SIRI","3.925","25054418","1232","4/30/2015","2:39pm"
"437","GE","27.190","26869747","25816","4/30/2015","2:39pm"
"438","S","5.120","9441608","1282","4/30/2015","2:39pm"
"439","BAC","15.925","51473074","84600","4/30/2015","2:39pm"
"440","MSFT","48.980","44084805","49324","4/30/2015","2:39pm"
"441","AMZN","423.000","2161772","7104","4/30/2015","2:40pm"
"442","AAPL","125.450","59434094","86359","4/30/2015","2:40pm"
"443","FB","78.795","17169595","85307","4/30/2015","2:40pm"
"444","GOOG","538.250","1288359","1270","4/30/2015","2:40pm"
"445","YHOO","42.620","8065740","32411","4/30/2015","2:40pm"
"446","SIRI","3.925","25070816","16398","4/30/2015","2:40pm"
"447","GE","27.195","26883532","13785","4/30/2015","2:40pm"
"448","S","5.105","9550769","109161","4/30/2015","2:40pm"
"449","BAC","15.930","51519815","46741","4/30/2015","2:40pm"
"450","MSFT","49.000","44161221","76416","4/30/2015","2:40pm"
"451","AMZN","422.970","2167609","5837","4/30/2015","2:41pm"
"452","AAPL","125.397","59512773","78679","4/30/2015","2:41pm"
"453","FB","78.770","17229285","59690","4/30/2015","2:41pm"
"454","GOOG","538.390","1290780","2421","4/30/2015","2:41pm"
"455","YHOO","42.590","8101810","36070","4/30/2015","2:41pm"
"456","SIRI","3.925","25074041","3225","4/30/2015","2:41pm"
"457","GE","27.180","26934633","51101","4/30/2015","2:41pm"
"458","S","5.108","9569269","18500","4/30/2015","2:41pm"
"459","BAC","15.922","51695529","175714","4/30/2015","2:41pm"
"460","MSFT","49.000","44243607","82386","4/30/2015","2:41pm"
"461","AMZN","422.910","2169272","1663","4/30/2015","2:42pm"
"462","AAPL","125.360","59562076","49303","4/30/2015","2:42pm"
"463","FB","78.760","17301330","72045","4/30/2015","2:42pm"
"464","GOOG","538.070","1291964","1184","4/30/2015","2:42pm"
"465","YHOO","42.590","8108765","6955","4/30/2015","2:42pm"
"466","SIRI","3.920","25090801","16760","4/30/2015","2:42pm"
"467","GE","27.180","26955456","20823","4/30/2015","2:42pm"
"468","S","5.110","9572769","3500","4/30/2015","2:42pm"
"469","BAC","15.925","51749650","54121","4/30/2015","2:42pm"
"470","MSFT","49.005","44300743","57136","4/30/2015","2:42pm"
"471","AMZN","422.735","2172015","2743","4/30/2015","2:43pm"
"472","AAPL","125.420","59701580","139504","4/30/2015","2:43pm"
"473","FB","78.760","17361986","60656","4/30/2015","2:43pm"
"474","GOOG","537.820","1292799","835","4/30/2015","2:42pm"
"475","YHOO","42.590","8132173","23408","4/30/2015","2:43pm"
"476","SIRI","3.925","25159631","68830","4/30/2015","2:43pm"
"477","GE","27.179","27003057","47601","4/30/2015","2:43pm"
"478","S","5.105","9577969","5200","4/30/2015","2:43pm"
"479","BAC","15.930","51781389","31739","4/30/2015","2:43pm"
"480","MSFT","49.001","44427119","126376","4/30/2015","2:43pm"
"481","AMZN","422.700","2177158","5143","4/30/2015","2:44pm"
"482","AAPL","125.340","59813283","111703","4/30/2015","2:44pm"
"483","FB","78.730","17391790","29804","4/30/2015","2:44pm"
"484","GOOG","537.500","1294598","1799","4/30/2015","2:44pm"
"485","YHOO","42.550","8147861","15688","4/30/2015","2:44pm"
"486","SIRI","3.920","25185931","26300","4/30/2015","2:44pm"
"487","GE","27.170","27060393","57336","4/30/2015","2:44pm"
"488","S","5.110","9629999","52030","4/30/2015","2:44pm"
"489","BAC","15.930","51813052","31663","4/30/2015","2:44pm"
"490","MSFT","49.000","44579154","152035","4/30/2015","2:44pm"
"491","AMZN","422.680","2182507","5349","4/30/2015","2:45pm"
"492","AAPL","125.427","59889780","76497","4/30/2015","2:45pm"
"493","FB","78.754","17465749","73959","4/30/2015","2:45pm"
"494","GOOG","537.750","1296098","1500","4/30/2015","2:45pm"
"495","YHOO","42.580","8173141","25280","4/30/2015","2:45pm"
"496","SIRI","3.925","25194831","8900","4/30/2015","2:45pm"
"497","GE","27.170","27103758","43365","4/30/2015","2:45pm"
"498","S","5.120","9702628","72629","4/30/2015","2:45pm"
"499","BAC","15.935","51918133","105081","4/30/2015","2:45pm"
"500","MSFT","49.000","44653331","74177","4/30/2015","2:45pm"
"501","AMZN","422.560","2185568","3061","4/30/2015","2:46pm"
"502","AAPL","125.385","59979552","89772","4/30/2015","2:46pm"
"503","FB","78.571","17663877","198128","4/30/2015","2:46pm"
"504","GOOG","537.620","1298680","2582","4/30/2015","2:46pm"
"505","YHOO","42.600","8325402","152261","4/30/2015","2:46pm"
"506","SIRI","3.920","25233031","38200","4/30/2015","2:46pm"
"507","GE","27.155","27176720","72962","4/30/2015","2:46pm"
"508","S","5.115","9710248","7620","4/30/2015","2:46pm"
"509","BAC","15.930","52144707","226574","4/30/2015","2:46pm"
"510","MSFT","48.960","44761418","108087","4/30/2015","2:46pm"
"511","AMZN","422.430","2199384","13816","4/30/2015","2:47pm"
"512","AAPL","125.380","60037215","57663","4/30/2015","2:47pm"
"513","FB","78.650","17844839","180962","4/30/2015","2:47pm"
"514","GOOG","537.345","1301796","3116","4/30/2015","2:47pm"
"515","YHOO","42.550","8398384","72982","4/30/2015","2:47pm"
"516","SIRI","3.920","25270669","37638","4/30/2015","2:47pm"
"517","GE","27.155","27295792","119072","4/30/2015","2:47pm"
"518","S","5.110","9766083","55835","4/30/2015","2:47pm"
"519","BAC","15.920","52151998","7291","4/30/2015","2:47pm"
"520","MSFT","48.960","44869412","107994","4/30/2015","2:47pm"
"521","AMZN","422.565","2203350","3966","4/30/2015","2:48pm"
"522","AAPL","125.300","60155757","118542","4/30/2015","2:48pm"
"523","FB","78.600","17958024","113185","4/30/2015","2:48pm"
"524","GOOG","537.740","1314935","13139","4/30/2015","2:48pm"
"525","YHOO","42.530","8412973","14589","4/30/2015","2:48pm"
"526","SIRI","3.925","25296329","25660","4/30/2015","2:48pm"
"527","GE","27.150","27343937","48145","4/30/2015","2:48pm"
"528","S","5.095","10030827","264744","4/30/2015","2:48pm"
"529","BAC","15.928","52173710","21712","4/30/2015","2:48pm"
"530","MSFT","48.940","44945967","76555","4/30/2015","2:48pm"
"531","AMZN","422.330","2207880","4530","4/30/2015","2:49pm"
"532","AAPL","125.290","60282572","126815","4/30/2015","2:49pm"
"533","FB","78.590","18051931","93907","4/30/2015","2:49pm"
"534","GOOG","538.100","1317305","2370","4/30/2015","2:49pm"
"535","YHOO","42.520","8462615","49642","4/30/2015","2:49pm"
"536","SIRI","3.920","25941016","644687","4/30/2015","2:49pm"
"537","GE","27.140","27558518","214581","4/30/2015","2:49pm"
"538","S","5.100","10043127","12300","4/30/2015","2:49pm"
"539","BAC","15.910","52649117","475407","4/30/2015","2:49pm"
"540","MSFT","48.980","45114181","168214","4/30/2015","2:49pm"
"541","AMZN","422.285","2212306","4426","4/30/2015","2:50pm"
"542","AAPL","125.267","60367079","84507","4/30/2015","2:50pm"
"543","FB","78.490","18259159","207228","4/30/2015","2:50pm"
"544","GOOG","538.060","1317983","678","4/30/2015","2:50pm"
"545","YHOO","42.480","8515483","52868","4/30/2015","2:50pm"
"546","SIRI","3.920","25966402","25386","4/30/2015","2:50pm"
"547","GE","27.117","27599394","40876","4/30/2015","2:50pm"
"548","S","5.110","10143645","100518","4/30/2015","2:50pm"
"549","BAC","15.900","52771166","122049","4/30/2015","2:50pm"
"550","MSFT","48.955","45205070","90889","4/30/2015","2:50pm"
"551","AMZN","422.220","2215901","3595","4/30/2015","2:51pm"
"552","AAPL","125.265","60462774","95695","4/30/2015","2:51pm"
"553","FB","78.486","18358067","98908","4/30/2015","2:51pm"
"554","GOOG","537.770","1321393","3410","4/30/2015","2:51pm"
"555","YHOO","42.510","8540799","25316","4/30/2015","2:51pm"
"556","SIRI","3.920","25972827","6425","4/30/2015","2:51pm"
"557","GE","27.115","27715516","116122","4/30/2015","2:51pm"
"558","S","5.110","10154273","10628","4/30/2015","2:51pm"
"559","BAC","15.900","52846018","74852","4/30/2015","2:51pm"
"560","MSFT","48.955","45272740","67670","4/30/2015","2:51pm"
"561","AMZN","422.310","2223378","7477","4/30/2015","2:52pm"
"562","AAPL","125.380","60562124","99350","4/30/2015","2:52pm"
"563","FB","78.595","18443214","85147","4/30/2015","2:52pm"
"564","GOOG","537.820","1323842","2449","4/30/2015","2:52pm"
"565","YHOO","42.540","8590976","50177","4/30/2015","2:52pm"
"566","SIRI","3.910","25980127","7300","4/30/2015","2:52pm"
"567","GE","27.130","27857117","141601","4/30/2015","2:52pm"
"568","S","5.095","10201589","47316","4/30/2015","2:52pm"
"569","BAC","15.916","52987458","141440","4/30/2015","2:52pm"
"570","MSFT","48.962","45349979","77239","4/30/2015","2:52pm"
"571","AMZN","422.040","2241576","18198","4/30/2015","2:53pm"
"572","AAPL","125.385","60687991","125867","4/30/2015","2:53pm"
"573","FB","78.580","18569913","126699","4/30/2015","2:53pm"
"574","GOOG","538.200","1324400","558","4/30/2015","2:53pm"
"575","YHOO","42.530","8608856","17880","4/30/2015","2:53pm"
"576","SIRI","3.910","26029589","49462","4/30/2015","2:53pm"
"577","GE","27.110","27962422","105305","4/30/2015","2:53pm"
"578","S","5.100","10212392","10803","4/30/2015","2:53pm"
"579","BAC","15.910","52995364","7906","4/30/2015","2:53pm"
"580","MSFT","48.965","45432605","82626","4/30/2015","2:53pm"
"581","AMZN","421.970","2259755","18179","4/30/2015","2:54pm"
"582","AAPL","125.390","60783013","95022","4/30/2015","2:54pm"
"583","FB","78.570","18657573","87660","4/30/2015","2:54pm"
"584","GOOG","537.870","1327509","3109","4/30/2015","2:54pm"
"585","YHOO","42.520","8633932","25076","4/30/2015","2:54pm"
"586","SIRI","3.915","26045789","16200","4/30/2015","2:54pm"
"587","GE","27.100","28040169","77747","4/30/2015","2:54pm"
"588","S","5.090","10277228","64836","4/30/2015","2:54pm"
"589","BAC","15.915","53019752","24388","4/30/2015","2:54pm"
"590","MSFT","48.970","45510078","77473","4/30/2015","2:54pm"
"591","AMZN","422.070","2274032","14277","4/30/2015","2:55pm"
"592","AAPL","125.310","60873048","90035","4/30/2015","2:55pm"
"593","FB","78.600","18985302","327729","4/30/2015","2:55pm"
"594","GOOG","537.500","1333373","5864","4/30/2015","2:55pm"
"595","YHOO","42.490","8684601","50669","4/30/2015","2:55pm"
"596","SIRI","3.915","26133789","88000","4/30/2015","2:55pm"
"597","GE","27.063","28158212","118043","4/30/2015","2:55pm"
"598","S","5.080","10282538","5310","4/30/2015","2:55pm"
"599","BAC","15.895","53451553","431801","4/30/2015","2:55pm"
"600","MSFT","48.940","45632465","122387","4/30/2015","2:55pm"
"601","AMZN","421.950","2286140","12108","4/30/2015","2:56pm"
"602","AAPL","125.299","60958827","85779","4/30/2015","2:56pm"
"603","FB","78.720","19149345","164043","4/30/2015","2:56pm"
"604","GOOG","537.930","1337250","3877","4/30/2015","2:56pm"
"605","YHOO","42.470","8711434","26833","4/30/2015","2:56pm"
"606","SIRI","3.915","26152704","18915","4/30/2015","2:56pm"
"607","GE","27.055","28304289","146077","4/30/2015","2:56pm"
"608","S","5.080","10293898","11360","4/30/2015","2:56pm"
"609","BAC","15.895","53575807","124254","4/30/2015","2:56pm"
"610","MSFT","48.945","45750858","118393","4/30/2015","2:56pm"
"611","AMZN","421.750","2305846","19706","4/30/2015","2:57pm"
"612","AAPL","125.210","61066982","108155","4/30/2015","2:57pm"
"613","FB","78.710","19267393","118048","4/30/2015","2:57pm"
"614","GOOG","537.990","1340723","3473","4/30/2015","2:57pm"
"615","YHOO","42.460","8757272","45838","4/30/2015","2:57pm"
"616","SIRI","3.910","26211754","59050","4/30/2015","2:57pm"
"617","GE","27.055","28451548","147259","4/30/2015","2:57pm"
"618","S","5.080","10308245","14347","4/30/2015","2:57pm"
"619","BAC","15.895","53663895","88088","4/30/2015","2:57pm"
"620","MSFT","48.935","45894902","144044","4/30/2015","2:57pm"
"621","AMZN","421.290","2316616","10770","4/30/2015","2:58pm"
"622","AAPL","125.140","61211465","144483","4/30/2015","2:58pm"
"623","FB","78.620","19348829","81436","4/30/2015","2:58pm"
"624","GOOG","537.648","1344701","3978","4/30/2015","2:58pm"
"625","YHOO","42.470","8876081","118809","4/30/2015","2:58pm"
"626","SIRI","3.910","26240679","28925","4/30/2015","2:58pm"
"627","GE","27.045","28607663","156115","4/30/2015","2:58pm"
"628","S","5.070","10443137","134892","4/30/2015","2:58pm"
"629","BAC","15.890","53864250","200355","4/30/2015","2:58pm"
"630","MSFT","48.910","46035520","140618","4/30/2015","2:58pm"
"631","AMZN","421.340","2330592","13976","4/30/2015","2:59pm"
"632","AAPL","125.160","61364037","152572","4/30/2015","2:59pm"
"633","FB","78.570","19433922","85093","4/30/2015","2:59pm"
"634","GOOG","537.860","1348689","3988","4/30/2015","2:59pm"
"635","YHOO","42.471","8881593","5512","4/30/2015","2:59pm"
"636","SIRI","3.910","26283479","42800","4/30/2015","2:59pm"
"637","GE","27.040","28679889","72226","4/30/2015","2:59pm"
"638","S","5.070","10595784","152647","4/30/2015","2:59pm"
"639","BAC","15.880","53878775","14525","4/30/2015","2:59pm"
"640","MSFT","48.890","46183096","147576","4/30/2015","2:59pm"
"641","AMZN","420.962","2357187","26595","4/30/2015","3:00pm"
"642","AAPL","125.070","61517897","153860","4/30/2015","3:00pm"
"643","FB","78.505","19508243","74321","4/30/2015","3:00pm"
"644","GOOG","537.810","1353009","4320","4/30/2015","3:00pm"
"645","YHOO","42.460","8931048","49455","4/30/2015","3:00pm"
"646","SIRI","3.910","26306583","23104","4/30/2015","3:00pm"
"647","GE","27.040","28874570","194681","4/30/2015","3:00pm"
"648","S","5.080","10686034","90250","4/30/2015","3:00pm"
"649","BAC","15.860","54336148","457373","4/30/2015","3:00pm"
"650","MSFT","48.840","46287965","104869","4/30/2015","3:00pm"
"651","AMZN","420.500","2372407","15220","4/30/2015","3:01pm"
"652","AAPL","124.960","62793528","1275631","4/30/2015","3:01pm"
"653","FB","78.453","19808762","300519","4/30/2015","3:01pm"
"654","GOOG","537.260","1360053","7044","4/30/2015","3:01pm"
"655","YHOO","42.450","8983716","52668","4/30/2015","3:01pm"
"656","SIRI","3.915","26318968","12385","4/30/2015","3:01pm"
"657","GE","27.010","29031115","156545","4/30/2015","3:01pm"
"658","S","5.080","10687384","1350","4/30/2015","3:01pm"
"659","BAC","15.850","54816043","479895","4/30/2015","3:01pm"
"660","MSFT","48.840","46493367","205402","4/30/2015","3:01pm"
"661","AMZN","420.352","2385879","13472","4/30/2015","3:02pm"
"662","AAPL","125.070","63075367","281839","4/30/2015","3:02pm"
"663","FB","78.530","19863661","54899","4/30/2015","3:02pm"
"664","GOOG","537.480","1366315","6262","4/30/2015","3:02pm"
"665","YHOO","42.450","9008575","24859","4/30/2015","3:02pm"
"666","SIRI","3.920","26395358","76390","4/30/2015","3:02pm"
"667","GE","27.025","29166681","135566","4/30/2015","3:02pm"
"668","S","5.080","10709784","22400","4/30/2015","3:02pm"
"669","BAC","15.855","54950130","134087","4/30/2015","3:02pm"
"670","MSFT","48.850","46684101","190734","4/30/2015","3:02pm"
"671","AMZN","419.890","2403960","18081","4/30/2015","3:03pm"
"672","AAPL","124.890","63309705","234338","4/30/2015","3:03pm"
"673","FB","78.455","19951578","87917","4/30/2015","3:03pm"
"674","GOOG","537.310","1374636","8321","4/30/2015","3:03pm"
"675","YHOO","42.420","9073074","64499","4/30/2015","3:03pm"
"676","SIRI","3.905","27106505","711147","4/30/2015","3:03pm"
"677","GE","27.010","29495668","328987","4/30/2015","3:03pm"
"678","S","5.080","10724884","15100","4/30/2015","3:03pm"
"679","BAC","15.835","55420730","470600","4/30/2015","3:03pm"
"680","MSFT","48.810","46956925","272824","4/30/2015","3:03pm"
"681","AMZN","420.300","2415885","11925","4/30/2015","3:04pm"
"682","AAPL","124.970","63572857","263152","4/30/2015","3:04pm"
"683","FB","78.540","20084066","132488","4/30/2015","3:04pm"
"684","GOOG","537.500","1377956","3320","4/30/2015","3:04pm"
"685","YHOO","42.425","9101492","28418","4/30/2015","3:04pm"
"686","SIRI","3.900","27150172","43667","4/30/2015","3:04pm"
"687","GE","27.060","29747619","251951","4/30/2015","3:04pm"
"688","S","5.080","10736064","11180","4/30/2015","3:04pm"
"689","BAC","15.840","55713818","293088","4/30/2015","3:04pm"
"690","MSFT","48.870","47061151","104226","4/30/2015","3:04pm"
"691","AMZN","420.241","2433026","17141","4/30/2015","3:05pm"
"692","AAPL","124.935","63718366","145509","4/30/2015","3:05pm"
"693","FB","78.520","20165370","81304","4/30/2015","3:05pm"
"694","GOOG","537.210","1380973","3017","4/30/2015","3:05pm"
"695","YHOO","42.390","9116527","15035","4/30/2015","3:05pm"
"696","SIRI","3.905","27182165","31993","4/30/2015","3:05pm"
"697","GE","27.080","29900436","152817","4/30/2015","3:05pm"
"698","S","5.075","10739732","3668","4/30/2015","3:05pm"
"699","BAC","15.840","55866616","152798","4/30/2015","3:05pm"
"700","MSFT","48.860","47152806","91655","4/30/2015","3:05pm"
"701","AMZN","420.340","2438165","5139","4/30/2015","3:06pm"
"702","AAPL","125.104","63904748","186382","4/30/2015","3:06pm"
"703","FB","78.639","20305897","140527","4/30/2015","3:06pm"
"704","GOOG","537.380","1384622","3649","4/30/2015","3:06pm"
"705","YHOO","42.390","9160453","43926","4/30/2015","3:06pm"
"706","SIRI","3.905","27202721","20556","4/30/2015","3:06pm"
"707","GE","27.095","29981119","80683","4/30/2015","3:06pm"
"708","S","5.080","10785516","45784","4/30/2015","3:06pm"
"709","BAC","15.850","55997551","130935","4/30/2015","3:06pm"
"710","MSFT","48.875","47212634","59828","4/30/2015","3:06pm"
"711","AMZN","420.210","2445066","6901","4/30/2015","3:07pm"
"712","AAPL","125.027","64095095","190347","4/30/2015","3:07pm"
"713","FB","78.550","20345890","39993","4/30/2015","3:07pm"
"714","GOOG","537.200","1388183","3561","4/30/2015","3:07pm"
"715","YHOO","42.370","9185630","25177","4/30/2015","3:07pm"
"716","SIRI","3.905","27215463","12742","4/30/2015","3:07pm"
"717","GE","27.050","30100605","119486","4/30/2015","3:07pm"
"718","S","5.080","10801276","15760","4/30/2015","3:07pm"
"719","BAC","15.855","56135609","138058","4/30/2015","3:07pm"
"720","MSFT","48.874","47295376","82742","4/30/2015","3:07pm"
"721","AMZN","420.030","2449643","4577","4/30/2015","3:08pm"
"722","AAPL","125.086","64211124","116029","4/30/2015","3:08pm"
"723","FB","78.570","20409935","64045","4/30/2015","3:08pm"
"724","GOOG","537.200","1390661","2478","4/30/2015","3:08pm"
"725","YHOO","42.370","9230551","44921","4/30/2015","3:08pm"
"726","SIRI","3.910","27231883","16420","4/30/2015","3:08pm"
"727","GE","27.060","30172093","71488","4/30/2015","3:08pm"
"728","S","5.080","10845483","44207","4/30/2015","3:08pm"
"729","BAC","15.855","56261145","125536","4/30/2015","3:08pm"
"730","MSFT","48.875","47374589","79213","4/30/2015","3:08pm"
"731","AMZN","419.820","2468882","19239","4/30/2015","3:09pm"
"732","AAPL","124.926","64366667","155543","4/30/2015","3:09pm"
"733","FB","78.515","20478184","68249","4/30/2015","3:09pm"
"734","GOOG","537.010","1402151","11490","4/30/2015","3:09pm"
"735","YHOO","42.340","9266883","36332","4/30/2015","3:09pm"
"736","SIRI","3.905","27298653","66770","4/30/2015","3:09pm"
"737","GE","27.045","30258245","86152","4/30/2015","3:09pm"
"738","S","5.075","10858833","13350","4/30/2015","3:09pm"
"739","BAC","15.845","56425275","164130","4/30/2015","3:09pm"
"740","MSFT","48.800","47552270","177681","4/30/2015","3:09pm"
"741","AMZN","419.580","2495718","26836","4/30/2015","3:10pm"
"742","AAPL","124.870","64622877","256210","4/30/2015","3:11pm"
"743","FB","78.445","20582294","104110","4/30/2015","3:11pm"
"744","GOOG","536.620","1407162","5011","4/30/2015","3:10pm"
"745","YHOO","42.340","9321911","55028","4/30/2015","3:11pm"
"746","SIRI","3.905","27327182","28529","4/30/2015","3:11pm"
"747","GE","27.030","30429486","171241","4/30/2015","3:11pm"
"748","S","5.070","10864484","5651","4/30/2015","3:10pm"
"749","BAC","15.835","57172507","747232","4/30/2015","3:11pm"
"750","MSFT","48.800","47769522","217252","4/30/2015","3:11pm"
"751","AMZN","419.640","2513360","17642","4/30/2015","3:11pm"
"752","AAPL","124.843","64768738","145861","4/30/2015","3:12pm"
"753","FB","78.430","20658885","76591","4/30/2015","3:11pm"
"754","GOOG","536.850","1410420","3258","4/30/2015","3:11pm"
"755","YHOO","42.320","9354289","32378","4/30/2015","3:11pm"
"756","SIRI","3.905","27450327","123145","4/30/2015","3:12pm"
"757","GE","27.030","30525209","95723","4/30/2015","3:11pm"
"758","S","5.070","10910916","46432","4/30/2015","3:11pm"
"759","BAC","15.840","57465349","292842","4/30/2015","3:12pm"
"760","MSFT","48.790","47842212","72690","4/30/2015","3:12pm"
"761","AMZN","419.585","2524437","11077","4/30/2015","3:13pm"
"762","AAPL","124.720","65314609","545871","4/30/2015","3:13pm"
"763","FB","78.360","20815700","156815","4/30/2015","3:13pm"
"764","GOOG","536.520","1419205","8785","4/30/2015","3:12pm"
"765","YHOO","42.290","9402056","47767","4/30/2015","3:13pm"
"766","SIRI","3.910","27483327","33000","4/30/2015","3:13pm"
"767","GE","27.030","30620537","95328","4/30/2015","3:13pm"
"768","S","5.080","10944810","33894","4/30/2015","3:13pm"
"769","BAC","15.820","58049456","584107","4/30/2015","3:13pm"
"770","MSFT","48.770","47948934","106722","4/30/2015","3:13pm"
"771","AMZN","419.550","2539197","14760","4/30/2015","3:14pm"
"772","AAPL","124.770","65524899","210290","4/30/2015","3:14pm"
"773","FB","78.440","20914429","98729","4/30/2015","3:14pm"
"774","GOOG","536.840","1423148","3943","4/30/2015","3:14pm"
"775","YHOO","42.330","9451549","49493","4/30/2015","3:14pm"
"776","SIRI","3.905","27521598","38271","4/30/2015","3:14pm"
"777","GE","27.045","30679824","59287","4/30/2015","3:14pm"
"778","S","5.080","10956884","12074","4/30/2015","3:14pm"
"779","BAC","15.840","58442611","393155","4/30/2015","3:14pm"
"780","MSFT","48.770","48052732","103798","4/30/2015","3:14pm"
"781","AMZN","419.980","2552561","13364","4/30/2015","3:15pm"
"782","AAPL","124.880","65735018","210119","4/30/2015","3:15pm"
"783","FB","78.500","20978195","63766","4/30/2015","3:15pm"
"784","GOOG","536.750","1424285","1137","4/30/2015","3:14pm"
"785","YHOO","42.340","9469370","17821","4/30/2015","3:15pm"
"786","SIRI","3.910","27544048","22450","4/30/2015","3:15pm"
"787","GE","27.060","30758121","78297","4/30/2015","3:15pm"
"788","S","5.070","10961311","4427","4/30/2015","3:14pm"
"789","BAC","15.840","58583566","140955","4/30/2015","3:15pm"
"790","MSFT","48.780","48140467","87735","4/30/2015","3:15pm"
"791","AMZN","420.150","2567207","14646","4/30/2015","3:16pm"
"792","AAPL","125.070","66088348","353330","4/30/2015","3:16pm"
"793","FB","78.600","21045193","66998","4/30/2015","3:16pm"
"794","GOOG","537.360","1426511","2226","4/30/2015","3:15pm"
"795","YHOO","42.378","9494258","24888","4/30/2015","3:16pm"
"796","SIRI","3.905","27638579","94531","4/30/2015","3:16pm"
"797","GE","27.080","30934494","176373","4/30/2015","3:16pm"
"798","S","5.080","10970711","9400","4/30/2015","3:16pm"
"799","BAC","15.850","58792973","209407","4/30/2015","3:16pm"
"800","MSFT","48.800","48256943","116476","4/30/2015","3:16pm"
"801","AMZN","420.350","2575034","7827","4/30/2015","3:17pm"
"802","AAPL","125.132","66272960","184612","4/30/2015","3:17pm"
"803","FB","78.630","21093146","47953","4/30/2015","3:17pm"
"804","GOOG","537.370","1428875","2364","4/30/2015","3:17pm"
"805","YHOO","42.380","9517834","23576","4/30/2015","3:17pm"
"806","SIRI","3.905","27682973","44394","4/30/2015","3:17pm"
"807","GE","27.100","31032567","98073","4/30/2015","3:17pm"
"808","S","5.075","10990905","20194","4/30/2015","3:17pm"
"809","BAC","15.860","58972900","179927","4/30/2015","3:17pm"
"810","MSFT","48.830","48345900","88957","4/30/2015","3:17pm"
"811","AMZN","420.326","2589195","14161","4/30/2015","3:18pm"
"812","AAPL","125.242","66594566","321606","4/30/2015","3:18pm"
"813","FB","78.660","21143006","49860","4/30/2015","3:18pm"
"814","GOOG","537.500","1431876","3001","4/30/2015","3:17pm"
"815","YHOO","42.400","9535961","18127","4/30/2015","3:18pm"
"816","SIRI","3.905","27704083","21110","4/30/2015","3:18pm"
"817","GE","27.090","31131099","98532","4/30/2015","3:18pm"
"818","S","5.075","11015077","24172","4/30/2015","3:18pm"
"819","BAC","15.870","59173266","200366","4/30/2015","3:18pm"
"820","MSFT","48.820","48406570","60670","4/30/2015","3:18pm"
"821","AMZN","420.000","2600061","10866","4/30/2015","3:18pm"
"822","AAPL","125.160","66903195","308629","4/30/2015","3:19pm"
"823","FB","78.610","21210967","67961","4/30/2015","3:19pm"
"824","GOOG","537.280","1432928","1052","4/30/2015","3:18pm"
"825","YHOO","42.400","9591094","55133","4/30/2015","3:19pm"
"826","SIRI","3.910","28424688","720605","4/30/2015","3:19pm"
"827","GE","27.090","31247883","116784","4/30/2015","3:19pm"
"828","S","5.070","11020927","5850","4/30/2015","3:19pm"
"829","BAC","15.862","60030285","857019","4/30/2015","3:19pm"
"830","MSFT","48.830","48530325","123755","4/30/2015","3:19pm"
"831","AMZN","420.250","2615823","15762","4/30/2015","3:20pm"
"832","AAPL","125.140","67054977","151782","4/30/2015","3:20pm"
"833","FB","78.619","21261199","50232","4/30/2015","3:20pm"
"834","GOOG","537.280","1435328","2400","4/30/2015","3:19pm"
"835","YHOO","42.400","9620701","29607","4/30/2015","3:20pm"
"836","SIRI","3.910","28430355","5667","4/30/2015","3:20pm"
"837","GE","27.100","31342319","94436","4/30/2015","3:20pm"
"838","S","5.075","11036410","15483","4/30/2015","3:19pm"
"839","BAC","15.860","60131515","101230","4/30/2015","3:20pm"
"840","MSFT","48.824","48636368","106043","4/30/2015","3:20pm"
"841","AMZN","420.600","2623138","7315","4/30/2015","3:21pm"
"842","AAPL","125.425","67348414","293437","4/30/2015","3:21pm"
"843","FB","78.608","21324100","62901","4/30/2015","3:21pm"
"844","GOOG","537.670","1436725","1397","4/30/2015","3:21pm"
"845","YHOO","42.430","9652308","31607","4/30/2015","3:21pm"
"846","SIRI","3.910","28550415","120060","4/30/2015","3:21pm"
"847","GE","27.120","31392817","50498","4/30/2015","3:21pm"
"848","S","5.070","11048348","11938","4/30/2015","3:21pm"
"849","BAC","15.880","60304845","173330","4/30/2015","3:21pm"
"850","MSFT","48.850","48732803","96435","4/30/2015","3:21pm"
"851","AMZN","420.640","2649987","26849","4/30/2015","3:22pm"
"852","AAPL","125.297","67567724","219310","4/30/2015","3:22pm"
"853","FB","78.570","21445183","121083","4/30/2015","3:22pm"
"854","GOOG","537.085","1440091","3366","4/30/2015","3:22pm"
"855","YHOO","42.410","9693254","40946","4/30/2015","3:22pm"
"856","SIRI","3.910","28604794","54379","4/30/2015","3:22pm"
"857","GE","27.080","31476794","83977","4/30/2015","3:22pm"
"858","S","5.070","11081370","33022","4/30/2015","3:22pm"
"859","BAC","15.875","60460541","155696","4/30/2015","3:22pm"
"860","MSFT","48.850","48946438","213635","4/30/2015","3:22pm"
"861","AMZN","420.250","2688522","38535","4/30/2015","3:22pm"
"862","AAPL","125.310","67721571","153847","4/30/2015","3:23pm"
"863","FB","78.500","21537547","92364","4/30/2015","3:23pm"
"864","GOOG","537.150","1449678","9587","4/30/2015","3:23pm"
"865","YHOO","42.370","9707162","13908","4/30/2015","3:23pm"
"866","SIRI","3.910","28635211","30417","4/30/2015","3:23pm"
"867","GE","27.070","31553681","76887","4/30/2015","3:23pm"
"868","S","5.070","11091470","10100","4/30/2015","3:23pm"
