"1","Sprint","4.752","4.132","50.647","0.152","54.915"
"2","Sprint","4.798","4.203","54.080","0.147","55.189"
"3","Sprint","4.864","4.287","60.163","0.087","55.150"
"4","Sprint","4.910","4.301","53.027","0.044","52.790"
"5","Sprint","4.950","4.320","54.015","-0.031","50.000"
"6","Sprint","5.014","4.365","54.202","-0.069","45.517"
"7","Sprint","5.038","4.388","52.959","-0.110","52.469"
"8","Sprint","5.052","4.419","61.871","-0.145","58.101"
"9","Sprint","5.086","4.435","66.635","-0.188","61.170"
"10","Sprint","5.108","4.438","71.902","-0.168","61.111"
"11","Sprint","5.102","4.419","64.479","-0.178","60.294"
"12","Sprint","5.092","4.403","69.830","-0.126","59.113"
"13","Sprint","5.130","4.489","63.306","-0.079","55.189"
"14","Sprint","5.152","4.511","64.042","-0.056","47.107"
"15","Sprint","5.208","4.577","62.306","-0.046","44.561"
"16","Sprint","5.240","4.566","62.607","-0.054","42.424"
"17","Sprint","5.280","4.570","63.931","-0.077","33.929"
"18","Sprint","5.230","4.509","64.434","-0.123","29.070"
"19","Sprint","5.208","4.483","58.491","-0.154","25.281"
"20","Sprint","5.086","4.342","58.784","-0.186","23.161"
"21","Sprint","5.036","4.320","64.256","-0.206","25.500"
"22","Sprint","4.914","4.193","57.718","-0.236","24.762"
"23","Sprint","4.830","4.129","56.093","-0.280","25.542"
"24","Sprint","4.772","4.138","59.681","-0.347","27.411"
"25","Sprint","4.794","4.176","70.092","-0.368","26.404"
"26","Sprint","4.798","4.226","63.863","-0.406","25.478"
"27","Sprint","4.908","4.341","64.520","-0.407","28.223"
"28","Sprint","5.020","4.432","58.597","-0.401","27.668"
"29","Sprint","5.084","4.459","65.416","-0.381","28.689"
"30","Sprint","5.114","4.435","59.586","-0.372","30.233"
"31","Sprint","5.102","4.378","54.576","-0.351","26.455"
"32","Sprint","5.040","4.315","54.729","-0.324","27.273"
"33","Sprint","4.978","4.287","59.675","-0.284","26.901"
"34","Sprint","4.912","4.239","53.284","-0.257","30.588"
"35","Sprint","4.822","4.132","54.703","-0.256","30.435"
"36","Sprint","4.736","4.035","61.299","-0.222","29.870"
"37","Sprint","4.616","3.900","54.309","-0.167","27.389"
"38","Sprint","4.492","3.817","42.360","-0.116","26.282"
"39","Sprint","4.378","3.750","37.294","-0.084","31.081"
"40","Sprint","4.334","3.752","38.842","-0.061","30.539"
