"673","FB","78.455","68.104","0.077"
"674","GOOG","536.705","465.847","0.323"
"675","YHOO","42.351","36.760","0.035"
"676","SIRI","3.915","3.399","0.005"
"677","GE","27.081","23.508","0.038"
"678","S","5.072","4.404","-0.001"
"679","BAC","15.870","13.779","0.026"
"680","MSFT","48.768","42.322","0.016"
"681","AMZN","419.939","364.583","0.334"
"682","AAPL","125.120","108.579","0.236"
"683","FB","78.428","68.077","0.051"
"684","GOOG","536.445","465.611","0.267"
"685","YHOO","42.341","36.753","0.035"
"686","SIRI","3.914","3.399","0.006"
"687","GE","27.077","23.506","0.033"
"688","S","5.073","4.405","-0.001"
"689","BAC","15.871","13.782","0.024"
"690","MSFT","48.744","42.302","0.012"
"691","AMZN","419.844","364.520","0.389"
"692","AAPL","125.050","108.544","0.239"
"693","FB","78.399","68.055","0.037"
"694","GOOG","536.288","465.578","0.255"
"695","YHOO","42.327","36.748","0.036"
"696","SIRI","3.914","3.399","0.006"
"697","GE","27.071","23.506","0.032"
"698","S","5.072","4.403","-0.001"
"699","BAC","15.873","13.785","0.025"
"700","MSFT","48.714","42.287","0.011"
"701","AMZN","419.860","364.639","0.403"
"702","AAPL","125.021","108.555","0.246"
"703","FB","78.373","68.036","0.017"
"704","GOOG","536.242","465.638","0.215"
"705","YHOO","42.321","36.749","0.035"
"706","SIRI","3.915","3.401","0.006"
"707","GE","27.076","23.517","0.032"
"708","S","5.070","4.401","-0.001"
"709","BAC","15.876","13.790","0.026"
"710","MSFT","48.708","42.297","0.011"
"711","AMZN","419.940","364.752","0.370"
"712","AAPL","125.037","108.617","0.221"
"713","FB","78.370","68.057","0.008"
"714","GOOG","536.210","465.687","0.122"
"715","YHOO","42.330","36.768","0.028"
"716","SIRI","3.916","3.401","0.006"
"717","GE","27.087","23.531","0.029"
"718","S","5.068","4.399","-0.001"
"719","BAC","15.883","13.795","0.025"
"720","MSFT","48.719","42.321","0.007"
"721","AMZN","420.196","365.022","0.316"
"722","AAPL","125.131","108.739","0.208"
"723","FB","78.410","68.124","-0.005"
"724","GOOG","536.504","466.104","0.099"
"725","YHOO","42.364","36.812","0.023"
"726","SIRI","3.916","3.400","0.007"
"727","GE","27.102","23.545","0.029"
"728","S","5.066","4.397","0.000"
"729","BAC","15.891","13.804","0.026"
"730","MSFT","48.751","42.360","0.002"
"731","AMZN","420.416","365.270","0.300"
"732","AAPL","125.233","108.827","0.194"
"733","FB","78.454","68.170","-0.005"
"734","GOOG","536.788","466.313","0.052"
"735","YHOO","42.400","36.850","0.024"
"736","SIRI","3.916","3.400","0.008"
"737","GE","27.118","23.558","0.031"
"738","S","5.063","4.395","0.000"
"739","BAC","15.899","13.812","0.026"
"740","MSFT","48.777","42.376","0.002"
"741","AMZN","420.574","365.262","0.270"
"742","AAPL","125.309","108.853","0.158"
"743","FB","78.506","68.211","-0.009"
"744","GOOG","536.904","466.274","-0.034"
"745","YHOO","42.432","36.869","0.023"
"746","SIRI","3.916","3.400","0.006"
"747","GE","27.127","23.557","0.030"
"748","S","5.062","4.394","0.000"
"749","BAC","15.906","13.816","0.026"
"750","MSFT","48.797","42.377","-0.005"
"751","AMZN","420.608","365.187","0.219"
"752","AAPL","125.336","108.812","0.114"
"753","FB","78.566","68.245","-0.019"
"754","GOOG","536.864","466.046","-0.138"
"755","YHOO","42.462","36.881","0.019"
"756","SIRI","3.915","3.399","0.006"
"757","GE","27.131","23.557","0.024"
"758","S","5.062","4.396","0.000"
"759","BAC","15.910","13.816","0.027"
"760","MSFT","48.805","42.372","-0.017"
"761","AMZN","420.644","365.160","0.186"
"762","AAPL","125.345","108.799","0.083"
"763","FB","78.608","68.268","-0.024"
"764","GOOG","536.826","465.903","-0.176"
"765","YHOO","42.483","36.889","0.017"
"766","SIRI","3.915","3.399","0.005"
"767","GE","27.133","23.559","0.023"
"768","S","5.062","4.396","-0.002"
"769","BAC","15.915","13.820","0.027"
"770","MSFT","48.814","42.383","-0.020"
"771","AMZN","420.615","365.189","0.196"
"772","AAPL","125.305","108.773","0.051"
"773","FB","78.628","68.289","-0.032"
"774","GOOG","536.580","465.773","-0.236"
"775","YHOO","42.487","36.892","0.019"
"776","SIRI","3.915","3.399","0.006"
"777","GE","27.132","23.558","0.023"
"778","S","5.063","4.397","-0.002"
"779","BAC","15.918","13.823","0.028"
"780","MSFT","48.808","42.384","-0.018"
"781","AMZN","420.577","365.269","0.265"
"782","AAPL","125.261","108.755","0.051"
"783","FB","78.655","68.315","-0.023"
"784","GOOG","536.420","465.764","-0.181"
"785","YHOO","42.484","36.891","0.030"
"786","SIRI","3.915","3.399","0.006"
"787","GE","27.129","23.559","0.027"
"788","S","5.067","4.403","-0.002"
"789","BAC","15.920","13.827","0.030"
"790","MSFT","48.810","42.390","-0.008"
"791","AMZN","420.564","365.206","0.303"
"792","AAPL","125.221","108.720","0.067"
"793","FB","78.661","68.306","-0.003"
"794","GOOG","536.308","465.695","-0.089"
"795","YHOO","42.480","36.882","0.041"
"796","SIRI","3.916","3.401","0.006"
"797","GE","27.126","23.550","0.031"
"798","S","5.071","4.406","-0.003"
"799","BAC","15.919","13.823","0.031"
"800","MSFT","48.815","42.390","0.004"
"801","AMZN","420.520","365.069","0.407"
"802","AAPL","125.217","108.711","0.095"
"803","FB","78.658","68.291","0.031"
"804","GOOG","536.326","465.699","0.005"
"805","YHOO","42.472","36.870","0.057"
"806","SIRI","3.916","3.401","0.005"
"807","GE","27.125","23.550","0.037"
"808","S","5.074","4.409","-0.002"
"809","BAC","15.920","13.822","0.033"
"810","MSFT","48.819","42.385","0.020"
"811","AMZN","420.468","364.986","0.459"
"812","AAPL","125.172","108.656","0.120"
"813","FB","78.642","68.262","0.075"
"814","GOOG","536.322","465.673","0.070"
"815","YHOO","42.463","36.862","0.075"
"816","SIRI","3.916","3.400","0.004"
"817","GE","27.118","23.542","0.040"
"818","S","5.076","4.408","-0.002"
"819","BAC","15.915","13.814","0.034"
"820","MSFT","48.806","42.368","0.032"
"821","AMZN","420.335","364.859","0.508"
"822","AAPL","125.139","108.631","0.131"
"823","FB","78.618","68.241","0.112"
"824","GOOG","536.214","465.494","0.144"
"825","YHOO","42.449","36.849","0.088"
"826","SIRI","3.916","3.400","0.003"
"827","GE","27.110","23.534","0.039"
"828","S","5.078","4.408","-0.001"
"829","BAC","15.908","13.807","0.035"
"830","MSFT","48.792","42.353","0.037"
"831","AMZN","420.195","364.824","0.443"
"832","AAPL","125.105","108.613","0.096"
"833","FB","78.591","68.232","0.124"
"834","GOOG","535.989","465.238","0.009"
"835","YHOO","42.433","36.837","0.087"
"836","SIRI","3.916","3.400","0.003"
"837","GE","27.100","23.527","0.036"
"838","S","5.078","4.409","0.001"
"839","BAC","15.901","13.804","0.034"
"840","MSFT","48.769","42.330","0.031"
"841","AMZN","420.174","364.877","0.343"
"842","AAPL","125.083","108.598","0.050"
"843","FB","78.583","68.236","0.139"
"844","GOOG","535.796","465.048","-0.113"
"845","YHOO","42.423","36.831","0.081"
"846","SIRI","3.916","3.401","0.003"
"847","GE","27.093","23.518","0.031"
"848","S","5.078","4.410","0.003"
"849","BAC","15.895","13.797","0.030"
"850","MSFT","48.746","42.311","0.028"
"851","AMZN","420.243","364.973","0.352"
"852","AAPL","125.063","108.597","0.038"
"853","FB","78.595","68.265","0.150"
"854","GOOG","535.590","464.920","-0.141"
"855","YHOO","42.423","36.838","0.081"
"856","SIRI","3.916","3.401","0.003"
"857","GE","27.088","23.520","0.032"
"858","S","5.078","4.410","0.005"
"859","BAC","15.890","13.796","0.028"
"860","MSFT","48.726","42.298","0.032"
"861","AMZN","420.287","365.008","0.390"
"862","AAPL","125.085","108.626","0.041"
"863","FB","78.627","68.302","0.155"
"864","GOOG","535.438","464.901","-0.125"
"865","YHOO","42.428","36.851","0.078"
"866","SIRI","3.916","3.400","0.003"
"867","GE","27.089","23.525","0.029"
"868","S","5.079","4.411","0.006"
"869","BAC","15.892","13.802","0.028"
"870","MSFT","48.717","42.298","0.038"
"871","AMZN","420.355","365.016","0.386"
"872","AAPL","125.099","108.642","0.032"
"873","FB","78.650","68.311","0.154"
"874","GOOG","535.375","464.898","-0.115"
"875","YHOO","42.434","36.855","0.071"
"876","SIRI","3.916","3.400","0.002"
"877","GE","27.090","23.526","0.022"
"878","S","5.079","4.409","0.008"
"879","BAC","15.898","13.810","0.025"
"880","MSFT","48.711","42.299","0.032"
"881","AMZN","420.383","365.006","0.341"
"882","AAPL","125.095","108.621","0.026"
"883","FB","78.667","68.313","0.144"
"884","GOOG","535.336","464.825","-0.111"
"885","YHOO","42.437","36.848","0.061"
"886","SIRI","3.917","3.401","0.003"
"887","GE","27.089","23.522","0.017"
"888","S","5.081","4.413","0.010"
"889","BAC","15.901","13.812","0.020"
"890","MSFT","48.705","42.289","0.026"
"891","AMZN","420.411","365.049","0.249"
"892","AAPL","125.069","108.565","0.016"
"893","FB","78.673","68.302","0.126"
"894","GOOG","535.381","464.890","-0.155"
"895","YHOO","42.445","36.854","0.053"
"896","SIRI","3.916","3.401","0.003"
"897","GE","27.091","23.520","0.012"
"898","S","5.081","4.413","0.009"
"899","BAC","15.905","13.811","0.014"
"900","MSFT","48.696","42.273","0.019"
"901","AMZN","420.420","365.088","0.213"
"902","AAPL","125.051","108.549","0.009"
"903","FB","78.651","68.269","0.116"
"904","GOOG","535.513","465.080","-0.190"
"905","YHOO","42.451","36.863","0.046"
"906","SIRI","3.916","3.400","0.002"
"907","GE","27.092","23.524","0.009"
"908","S","5.081","4.412","0.010"
"909","BAC","15.910","13.815","0.011"
"910","MSFT","48.685","42.260","0.007"
"911","AMZN","420.466","365.151","0.206"
"912","AAPL","125.017","108.533","-0.011"
"913","FB","78.621","68.248","0.108"
"914","GOOG","535.709","465.368","-0.252"
"915","YHOO","42.456","36.875","0.040"
"916","SIRI","3.915","3.398","0.002"
"917","GE","27.089","23.523","0.002"
"918","S","5.083","4.415","0.010"
"919","BAC","15.911","13.815","0.006"
"920","MSFT","48.667","42.244","-0.009"
"921","AMZN","420.508","365.166","0.170"
"922","AAPL","124.971","108.500","-0.022"
"923","FB","78.610","68.252","0.105"
"924","GOOG","535.894","465.531","-0.364"
"925","YHOO","42.462","36.880","0.030"
"926","SIRI","3.914","3.397","0.002"
"927","GE","27.084","23.516","-0.004"
"928","S","5.086","4.417","0.011"
"929","BAC","15.907","13.811","0.004"
"930","MSFT","48.647","42.231","-0.024"
"931","AMZN","420.602","365.257","0.206"
"932","AAPL","124.943","108.481","-0.042"
"933","FB","78.609","68.268","0.101"
"934","GOOG","536.024","465.472","-0.420"
"935","YHOO","42.468","36.874","0.025"
"936","SIRI","3.912","3.396","0.002"
"937","GE","27.082","23.512","-0.007"
"938","S","5.086","4.418","0.012"
"939","BAC","15.904","13.807","0.003"
"940","MSFT","48.632","42.220","-0.038"
"941","AMZN","420.676","365.334","0.204"
"942","AAPL","124.951","108.491","-0.061"
"943","FB","78.621","68.291","0.095"
"944","GOOG","536.110","465.455","-0.380"
"945","YHOO","42.470","36.873","0.021"
"946","SIRI","3.912","3.397","0.002"
"947","GE","27.082","23.513","-0.010"
"948","S","5.092","4.426","0.013"
"949","BAC","15.908","13.814","0.002"
"950","MSFT","48.628","42.223","-0.049"
"951","AMZN","420.808","365.496","0.216"
"952","AAPL","124.949","108.500","-0.071"
"953","FB","78.661","68.333","0.084"
"954","GOOG","536.200","465.577","-0.299"
"955","YHOO","42.468","36.871","0.019"
"956","SIRI","3.913","3.400","0.002"
"957","GE","27.080","23.515","-0.007"
"958","S","5.098","4.431","0.013"
"959","BAC","15.907","13.814","0.005"
"960","MSFT","48.625","42.223","-0.054"
"961","AMZN","420.943","365.638","0.217"
"962","AAPL","124.959","108.524","-0.074"
"963","FB","78.695","68.353","0.068"
"964","GOOG","536.206","465.667","-0.201"
"965","YHOO","42.470","36.882","0.017"
"966","SIRI","3.916","3.403","0.002"
"967","GE","27.076","23.511","-0.007"
"968","S","5.106","4.440","0.014"
"969","BAC","15.908","13.816","0.007"
"970","MSFT","48.627","42.227","-0.056"
